UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
5679,20538,M,302.2,311.7,1584,36.2,63,0,No Failure
5680,20539,M,302.2,311.7,1466,49.0,66,0,No Failure
5681,20540,M,302.2,311.6,1386,50.5,69,0,No Failure
5682,52861,L,302.2,311.6,1383,44.3,72,0,No Failure
5683,35096,H,302.3,311.6,1441,53.9,74,0,No Failure
5684,20543,M,302.2,311.6,1592,37.7,79,0,No Failure
5685,35098,H,302.2,311.6,1594,36.8,82,0,No Failure
5686,52865,L,302.2,311.5,1482,45.6,87,0,No Failure
5687,52866,L,302.2,311.6,1658,31.4,89,0,No Failure
5688,52867,L,302.3,311.7,2170,18.2,91,0,No Failure
5689,20548,M,302.3,311.7,1423,44.6,93,0,No Failure
5690,52869,L,302.4,311.8,1543,31.1,96,0,No Failure
5691,52870,L,302.3,311.8,1435,44.8,98,0,No Failure
5692,52871,L,302.4,311.8,1320,56.4,100,0,No Failure
5693,20552,M,302.4,311.9,1313,55.7,102,0,No Failure
5694,20553,M,302.4,311.8,1453,42.1,105,0,No Failure
5695,52874,L,302.4,311.8,1508,45.7,108,0,No Failure
5696,52875,L,302.4,311.8,1451,42.0,110,0,No Failure
5697,35110,H,302.5,311.9,1595,34.6,112,0,No Failure
5698,52877,L,302.5,311.9,1354,49.4,117,0,No Failure
5699,52878,L,302.5,311.9,1265,59.8,119,0,No Failure
5700,52879,L,302.4,311.9,1867,25.9,121,0,No Failure
5701,52880,L,302.5,311.9,1497,41.6,123,0,No Failure
5702,20561,M,302.5,311.9,1347,54.3,125,0,No Failure
5703,52882,L,302.3,311.7,1544,43.2,128,0,No Failure
5704,35117,H,302.3,311.7,1456,45.4,130,0,No Failure
5705,52884,L,302.5,311.8,1335,52.7,135,0,No Failure
5706,52885,L,302.4,311.9,1452,43.1,137,0,No Failure
5707,52886,L,302.4,311.9,1290,70.0,139,1,Power Failure
5708,52887,L,302.4,311.8,1448,43.4,141,0,No Failure
5709,52888,L,302.3,311.7,1611,38.6,143,0,No Failure
5710,52889,L,302.2,311.7,1556,38.6,145,0,No Failure
5711,35124,H,302.2,311.7,1413,46.5,147,0,No Failure
5712,52891,L,302.2,311.6,1545,35.9,152,0,No Failure
5713,52892,L,302.2,311.7,1330,54.6,154,0,No Failure
5714,52893,L,302.2,311.9,1596,38.0,156,0,No Failure
5715,52894,L,302.2,311.8,1618,36.0,158,0,No Failure
5716,35129,H,302.2,311.9,1597,35.8,160,0,No Failure
5717,52896,L,302.3,312.0,1354,52.2,165,0,No Failure
5718,52897,L,302.3,312.0,1746,28.1,167,0,No Failure
5719,52898,L,302.4,312.0,1621,32.5,169,0,No Failure
5720,52899,L,302.3,312.0,1398,43.3,171,0,No Failure
5721,52900,L,302.3,311.9,1434,51.9,173,0,No Failure
5722,20581,M,302.3,311.8,1443,43.4,175,0,No Failure
5723,52902,L,302.2,311.7,1488,44.6,178,0,No Failure
5724,20583,M,302.3,311.8,1475,48.0,180,0,No Failure
5725,52904,L,302.3,311.8,1433,50.3,183,0,No Failure
5726,20585,M,302.3,311.8,1557,34.1,185,0,No Failure
5727,20586,M,302.4,311.9,1398,50.1,188,0,No Failure
5728,20587,M,302.3,311.8,1559,34.4,191,0,No Failure
5729,20588,M,302.4,311.9,1422,46.4,194,0,No Failure
5730,20589,M,302.3,311.8,1463,35.7,197,0,No Failure
5731,52910,L,302.3,311.7,1793,25.3,200,0,No Failure
5732,52911,L,302.2,311.6,1872,20.4,202,0,No Failure
5733,52912,L,302.2,311.7,1412,44.5,204,0,No Failure
5734,52913,L,302.3,311.8,1487,43.2,206,0,No Failure
5735,52914,L,302.3,311.8,1369,56.2,208,1,Overstrain Failure
5736,52915,L,302.4,311.8,1673,30.1,210,0,No Failure
5737,20596,M,302.4,311.9,1439,36.6,212,0,No Failure
5738,52917,L,302.3,311.8,1574,42.8,215,0,No Failure
5739,52918,L,302.3,311.7,1281,48.8,0,0,No Failure
5740,20599,M,302.2,311.7,1653,31.4,2,0,No Failure
5741,20600,M,302.3,311.7,1535,38.3,5,0,No Failure
5742,20601,M,302.3,311.7,1483,40.5,8,0,No Failure
5743,52922,L,302.3,311.7,1414,47.0,11,0,No Failure
5744,20603,M,302.2,311.6,1379,42.9,13,0,No Failure
5745,35158,H,302.2,311.5,1482,42.6,16,0,No Failure
5746,52925,L,302.1,311.5,1987,20.1,21,0,No Failure
5747,20606,M,302.1,311.5,1635,31.6,23,0,No Failure
5748,52927,L,302.1,311.5,1533,39.4,26,0,No Failure
5749,20608,M,302.2,311.7,1576,34.0,28,0,No Failure
5750,35163,H,302.2,311.8,1330,62.4,31,0,No Failure
5751,52930,L,302.2,311.8,1981,21.8,36,0,No Failure
5752,35165,H,302.3,311.8,1475,42.8,38,0,No Failure
5753,35166,H,302.3,311.8,1804,25.0,43,0,No Failure
5754,52933,L,302.2,311.6,1416,54.1,48,0,No Failure
5755,52934,L,302.1,311.5,1727,27.7,50,0,No Failure
5756,52935,L,302.1,311.4,1391,49.2,52,0,No Failure
5757,20616,M,302.0,311.5,1366,52.3,54,0,No Failure
5758,52937,L,301.9,311.3,1366,55.6,57,0,No Failure
5759,52938,L,301.9,311.3,1501,40.8,59,0,No Failure
5760,52939,L,301.8,311.3,1551,35.8,61,0,No Failure
5761,20620,M,301.9,311.3,1522,35.6,63,0,No Failure
5762,52941,L,301.9,311.2,1369,49.8,66,0,No Failure
5763,52942,L,301.8,311.2,1334,52.3,68,0,No Failure
5764,35177,H,301.8,311.2,1451,39.4,70,0,No Failure
5765,52944,L,301.7,311.2,1589,37.9,75,0,No Failure
5766,52945,L,301.7,311.3,1708,30.5,77,0,No Failure
5767,20626,M,301.7,311.2,1413,42.6,79,0,No Failure
5768,20627,M,301.6,311.2,1415,46.5,82,0,No Failure
5769,52948,L,301.7,311.3,1421,45.9,85,0,No Failure
5770,52949,L,301.7,311.3,1348,51.0,87,0,No Failure
5771,52950,L,301.6,311.2,1408,42.9,89,0,No Failure
5772,52951,L,301.6,311.2,1525,43.7,91,0,No Failure
5773,52952,L,301.6,311.3,1706,29.9,93,0,No Failure
5774,35187,H,301.6,311.2,1395,46.8,95,0,No Failure
5775,52954,L,301.5,311.1,1602,34.3,100,0,No Failure
5776,52955,L,301.6,311.1,1907,21.5,102,0,No Failure
5777,52956,L,301.6,311.1,1325,49.2,104,0,No Failure
5778,52957,L,301.6,311.1,1408,44.4,106,0,No Failure
5779,20638,M,301.7,311.1,1489,41.4,108,0,No Failure
5780,52959,L,301.6,311.1,1680,29.2,111,0,No Failure
5781,52960,L,301.7,311.2,1517,42.4,113,0,No Failure
5782,20641,M,301.7,311.1,1618,36.7,115,0,No Failure
5783,52962,L,301.7,311.1,1455,39.8,118,0,No Failure
5784,35197,H,301.8,311.1,1543,36.4,120,0,No Failure
5785,20644,M,301.8,311.1,1399,41.8,125,0,No Failure
5786,52965,L,301.7,311.1,1469,37.2,128,0,No Failure
5787,52966,L,301.7,311.2,1521,36.7,130,0,No Failure
5788,52967,L,301.7,311.3,1584,38.8,132,0,No Failure
5789,52968,L,301.8,311.5,1443,43.3,134,0,No Failure
5790,20649,M,301.8,311.5,1416,49.0,136,0,No Failure
5791,20650,M,301.7,311.2,1563,34.5,139,0,No Failure
5792,20651,M,301.8,311.3,1542,40.1,142,0,No Failure
5793,20652,M,301.8,311.3,1624,31.6,145,0,No Failure
5794,52973,L,301.8,311.3,1471,44.2,148,0,No Failure
5795,20654,M,301.9,311.5,1492,40.8,150,0,No Failure
5796,20655,M,301.9,311.4,1465,39.9,153,0,No Failure
5797,52976,L,301.7,311.1,1399,55.1,156,0,No Failure
5798,52977,L,301.6,311.0,1431,42.6,158,0,No Failure
5799,52978,L,301.5,310.9,1600,39.0,160,0,No Failure
5800,52979,L,301.5,310.8,1593,34.5,162,0,No Failure
5801,52980,L,301.5,310.9,1469,44.7,164,0,No Failure
5802,52981,L,301.5,310.8,1413,44.6,166,0,No Failure
5803,52982,L,301.4,310.8,1490,38.0,168,0,No Failure
5804,52983,L,301.5,310.9,1671,31.1,170,0,No Failure
5805,52984,L,301.5,310.9,1365,46.5,172,0,No Failure
5806,20665,M,301.4,310.9,1557,39.3,174,0,No Failure
5807,52986,L,301.4,310.9,1440,45.4,177,0,No Failure
5808,20667,M,301.4,310.9,1489,38.9,179,0,No Failure
5809,52988,L,301.4,311.0,1733,25.7,182,0,No Failure
5810,35223,H,301.3,311.0,1580,36.6,184,0,No Failure
5811,52990,L,301.3,311.0,1856,21.9,189,0,No Failure
5812,52991,L,301.3,311.1,1454,40.3,191,0,No Failure
5813,52992,L,301.4,311.1,1495,36.3,193,0,No Failure
5814,52993,L,301.2,311.0,1761,29.1,195,0,No Failure
5815,20674,M,301.3,311.0,1402,47.5,197,0,No Failure
5816,52995,L,301.2,311.0,1670,33.0,200,0,No Failure
5817,52996,L,301.3,311.0,1582,35.6,202,0,No Failure
5818,52997,L,301.3,311.0,1542,35.1,204,0,No Failure
5819,52998,L,301.3,311.0,1539,36.9,206,0,No Failure
5820,52999,L,301.3,311.0,1418,41.9,208,0,No Failure
5821,53000,L,301.3,311.1,1723,27.6,210,0,No Failure
5822,53001,L,301.3,311.1,1303,49.2,212,0,No Failure
5823,20682,M,301.3,311.0,1463,50.2,214,0,No Failure
5824,53003,L,301.2,311.0,1544,39.3,217,0,No Failure
5825,53004,L,301.2,311.0,1596,37.2,219,0,No Failure
5826,53005,L,301.3,311.1,1413,42.0,221,0,No Failure
5827,20686,M,301.3,311.1,1492,41.2,223,0,No Failure
5828,53007,L,301.3,311.1,1624,40.9,0,0,No Failure
5829,53008,L,301.3,311.1,1504,39.1,2,0,No Failure
5830,20689,M,301.2,311.1,1574,34.3,4,0,No Failure
5831,20690,M,301.3,311.2,1438,42.4,7,0,No Failure
5832,53011,L,301.3,311.3,1474,50.7,10,0,No Failure
5833,53012,L,301.3,311.2,1675,32.1,12,0,No Failure
5834,53013,L,301.3,311.2,1457,44.5,14,0,No Failure
5835,53014,L,301.3,311.3,1434,49.8,16,0,No Failure
5836,53015,L,301.3,311.2,1668,30.1,18,0,No Failure
5837,53016,L,301.2,311.1,1550,39.7,20,0,No Failure
5838,20697,M,301.3,311.1,1834,25.4,22,0,No Failure
5839,20698,M,301.4,311.2,1476,36.5,25,0,No Failure
5840,20699,M,301.4,311.2,1541,36.3,28,0,No Failure
5841,20700,M,301.3,311.1,1581,30.9,31,0,No Failure
5842,20701,M,301.3,311.1,1678,30.7,34,0,No Failure
5843,53022,L,301.4,311.2,1355,50.6,37,0,No Failure
5844,53023,L,301.5,311.2,1700,28.8,39,0,No Failure
5845,53024,L,301.4,311.1,1462,37.1,41,0,No Failure
5846,20705,M,301.4,311.2,1727,26.5,43,0,No Failure
5847,53026,L,301.4,311.3,1674,33.3,46,0,No Failure
5848,53027,L,301.4,311.3,1397,42.3,48,0,No Failure
5849,53028,L,301.4,311.3,2323,15.9,50,0,No Failure
5850,20709,M,301.4,311.2,1434,47.6,52,0,No Failure
5851,53030,L,301.3,311.1,1560,35.3,55,0,No Failure
5852,53031,L,301.2,311.0,1573,32.8,57,0,No Failure
5853,35266,H,301.2,310.9,1798,22.3,59,0,No Failure
5854,53033,L,301.2,311.0,1567,35.1,64,0,No Failure
5855,53034,L,301.2,310.9,1416,53.3,66,0,No Failure
5856,20715,M,301.2,310.9,1424,45.2,68,0,No Failure
5857,35270,H,301.2,310.9,1598,35.9,71,0,No Failure
5858,53037,L,301.3,310.9,1760,23.9,76,0,No Failure
5859,53038,L,301.3,311.0,1348,44.5,78,0,No Failure
5860,53039,L,301.3,311.0,1542,33.6,80,0,No Failure
5861,53040,L,301.3,310.9,1566,33.1,82,0,No Failure
5862,53041,L,301.3,311.0,1554,47.7,84,0,No Failure
5863,53042,L,301.4,311.0,1470,40.6,86,0,No Failure
5864,20723,M,301.4,311.1,1758,25.4,88,0,No Failure
5865,20724,M,301.4,311.0,1486,36.5,91,0,No Failure
5866,20725,M,301.5,311.1,1402,40.0,94,0,No Failure
5867,53046,L,301.5,311.1,1459,45.1,97,0,No Failure
5868,53047,L,301.5,311.0,1494,45.3,99,0,No Failure
5869,53048,L,301.5,311.1,1731,27.9,101,0,No Failure
5870,53049,L,301.5,311.1,2076,18.7,103,0,No Failure
5871,53050,L,301.5,311.1,2055,16.8,105,0,No Failure
5872,53051,L,301.5,311.1,1469,49.5,107,0,No Failure
5873,20732,M,301.5,311.0,1504,42.6,109,0,No Failure
5874,20733,M,301.5,311.1,1396,43.5,112,0,No Failure
5875,20734,M,301.5,311.1,1660,33.8,115,0,No Failure
5876,20735,M,301.5,311.0,1577,39.7,118,0,No Failure
5877,53056,L,301.5,311.1,1426,52.1,121,0,No Failure
5878,53057,L,301.5,311.1,1458,41.4,123,0,No Failure
5879,53058,L,301.4,311.0,1533,45.8,125,0,No Failure
5880,53059,L,301.4,311.0,1701,28.4,127,0,No Failure
5881,53060,L,301.5,311.1,1434,49.6,129,0,No Failure
5882,53061,L,301.4,311.1,1952,22.7,131,0,No Failure
5883,53062,L,301.4,311.1,1469,36.9,133,0,No Failure
5884,53063,L,301.4,311.1,1800,26.0,135,0,No Failure
5885,20744,M,301.3,311.1,1438,43.0,137,0,No Failure
5886,53065,L,301.3,311.1,1647,28.2,140,0,No Failure
5887,53066,L,301.4,311.1,1494,41.9,142,0,No Failure
5888,35301,H,301.4,311.1,1445,41.4,144,0,No Failure
5889,20748,M,301.5,311.1,1507,38.6,149,0,No Failure
5890,20749,M,301.4,311.0,1234,55.8,152,0,No Failure
5891,53070,L,301.4,311.0,1634,32.6,155,0,No Failure
5892,53071,L,301.4,311.0,1334,53.3,157,0,No Failure
5893,53072,L,301.4,311.1,1472,44.5,159,0,No Failure
5894,20753,M,301.3,311.0,1410,52.7,161,0,No Failure
5895,53074,L,301.2,310.9,1597,37.9,164,0,No Failure
5896,20755,M,301.2,310.9,1460,46.7,166,0,No Failure
5897,53076,L,301.1,310.8,1274,55.7,169,0,No Failure
5898,20757,M,301.0,310.7,1517,40.2,171,0,No Failure
5899,53078,L,301.0,310.7,1300,57.2,174,0,No Failure
5900,35313,H,300.9,310.6,1686,27.7,176,0,No Failure
5901,20760,M,300.9,310.7,1485,41.0,181,0,No Failure
5902,53081,L,301.0,310.7,1464,45.8,184,0,No Failure
5903,53082,L,300.9,310.6,1598,35.4,186,0,No Failure
5904,53083,L,300.9,310.5,1894,21.9,188,0,No Failure
5905,20764,M,300.8,310.5,1330,59.0,190,0,No Failure
5906,35319,H,300.8,310.5,1582,31.1,193,0,No Failure
5907,53086,L,300.7,310.3,1533,35.6,198,0,No Failure
5908,35321,H,300.8,310.4,1419,46.4,200,0,No Failure
5909,20768,M,300.8,310.3,1526,36.3,205,0,No Failure
5910,35323,H,300.7,310.2,1364,65.3,208,1,Power Failure
5911,20770,M,300.8,310.3,1458,43.4,0,0,No Failure
5912,20771,M,300.8,310.4,1288,64.0,3,0,No Failure
5913,20772,M,300.7,310.3,1659,29.8,6,0,No Failure
5914,35327,H,300.7,310.2,1479,52.3,9,0,No Failure
5915,53094,L,300.7,310.3,1592,36.0,14,0,No Failure
5916,20775,M,300.6,310.2,1532,38.7,16,0,No Failure
5917,53096,L,300.6,310.2,1555,41.9,19,0,No Failure
5918,53097,L,300.6,310.2,1341,52.6,21,0,No Failure
5919,53098,L,300.6,310.1,1541,42.0,23,0,No Failure
5920,53099,L,300.6,310.3,1414,50.6,25,0,No Failure
5921,53100,L,300.5,310.2,1764,25.9,27,0,No Failure
5922,53101,L,300.5,310.3,1336,57.1,29,0,No Failure
5923,53102,L,300.5,310.3,1435,43.3,31,0,No Failure
5924,20783,M,300.4,310.3,1537,35.0,33,0,No Failure
5925,53104,L,300.3,310.2,1369,48.8,36,0,No Failure
5926,20785,M,300.2,310.1,1619,31.3,38,0,No Failure
5927,53106,L,300.2,310.1,1440,51.1,41,0,No Failure
5928,53107,L,300.2,310.1,1649,30.5,43,0,No Failure
5929,20788,M,300.2,310.1,1550,38.7,45,0,No Failure
5930,53109,L,300.3,310.2,1471,45.2,48,0,No Failure
5931,53110,L,300.3,310.3,1483,51.6,50,0,No Failure
5932,53111,L,300.3,310.4,1336,54.4,52,0,No Failure
5933,53112,L,300.5,310.5,1515,36.6,54,0,No Failure
5934,53113,L,300.5,310.5,1373,47.4,56,0,No Failure
5935,35348,H,300.6,310.5,1454,51.2,58,0,No Failure
5936,53115,L,300.5,310.5,1646,34.5,63,0,No Failure
5937,20796,M,300.5,310.4,1548,37.3,65,0,No Failure
5938,20797,M,300.6,310.5,1462,41.3,68,0,No Failure
5939,53118,L,300.5,310.4,1702,33.1,71,0,No Failure
5940,53119,L,300.5,310.5,1409,60.9,73,0,No Failure
5941,20800,M,300.6,310.6,1427,52.8,75,0,No Failure
5942,53121,L,300.6,310.7,1438,48.5,78,1,No Failure
5943,53122,L,300.7,310.7,1450,43.4,80,0,No Failure
5944,53123,L,300.7,310.7,1541,41.3,82,0,No Failure
5945,20804,M,300.7,310.6,1484,38.0,84,0,No Failure
5946,20805,M,300.8,310.8,1415,44.5,87,0,No Failure
5947,53126,L,300.7,310.8,1496,46.4,90,0,No Failure
5948,20807,M,300.7,310.8,1465,45.2,92,0,No Failure
5949,53128,L,300.7,310.8,2113,18.5,95,0,No Failure
5950,20809,M,300.7,310.8,1506,44.0,97,0,No Failure
5951,53130,L,300.7,310.8,1689,28.9,100,0,No Failure
5952,53131,L,300.7,310.9,1650,29.4,102,0,No Failure
5953,53132,L,300.7,310.8,1563,33.8,104,0,No Failure
5954,20813,M,300.7,310.9,1486,38.9,106,0,No Failure
5955,53134,L,300.8,310.9,1732,25.7,109,0,No Failure
5956,53135,L,300.7,310.8,1653,31.6,111,0,No Failure
5957,53136,L,300.7,310.9,1535,37.1,113,0,No Failure
5958,53137,L,300.7,310.9,1637,37.2,115,0,No Failure
5959,53138,L,300.6,310.8,1533,38.5,117,0,No Failure
5960,53139,L,300.6,310.8,1378,51.2,119,0,No Failure
5961,53140,L,300.5,310.7,1606,33.5,121,0,No Failure
5962,53141,L,300.3,310.7,1539,32.3,123,0,No Failure
5963,53142,L,300.5,310.8,1728,26.3,125,0,No Failure
5964,35377,H,300.4,310.7,1656,36.3,127,0,No Failure
5965,35378,H,300.5,310.8,1631,30.5,132,0,No Failure
5966,35379,H,300.5,310.9,1447,46.5,137,0,No Failure
5967,53146,L,300.4,310.8,1396,49.3,142,0,No Failure
5968,53147,L,300.4,310.8,1390,52.5,144,0,No Failure
5969,53148,L,300.4,310.8,1348,56.0,146,0,No Failure
5970,20829,M,300.4,310.8,1491,35.9,148,0,No Failure
5971,53150,L,300.4,310.8,1520,37.6,151,0,No Failure
5972,53151,L,300.5,310.8,1509,33.0,153,0,No Failure
5973,53152,L,300.5,310.8,1445,46.6,155,0,No Failure
5974,53153,L,300.5,310.8,1354,51.8,157,0,No Failure
5975,53154,L,300.5,310.7,1488,39.4,159,0,No Failure
5976,35389,H,300.5,310.7,1654,28.6,161,0,No Failure
5977,35390,H,300.5,310.6,1378,51.5,166,0,No Failure
5978,53157,L,300.6,310.7,1750,30.6,171,0,No Failure
5979,53158,L,300.5,310.6,1448,46.3,173,0,No Failure
5980,35393,H,300.6,310.7,1501,45.3,175,0,No Failure
5981,20840,M,300.6,310.7,1654,32.0,180,0,No Failure
5982,20841,M,300.7,310.7,1347,46.5,183,0,No Failure
5983,53162,L,300.7,310.8,1486,37.1,186,0,No Failure
5984,35397,H,300.8,310.8,1466,45.2,188,0,No Failure
5985,35398,H,300.7,310.8,1346,52.0,193,0,No Failure
5986,53165,L,300.7,310.7,1314,42.4,198,0,No Failure
5987,53166,L,300.6,310.7,1440,52.5,200,0,No Failure
5988,53167,L,300.7,310.8,1608,39.5,202,0,No Failure
5989,35402,H,300.7,310.8,1296,58.2,204,0,No Failure
5990,53169,L,300.7,310.7,1507,46.1,209,0,No Failure
5991,20850,M,300.7,310.7,1343,51.6,211,0,No Failure
5992,53171,L,300.7,310.7,1416,40.4,214,0,No Failure
5993,53172,L,300.7,310.6,1288,47.2,216,0,No Failure
5994,20853,M,300.7,310.6,1407,42.4,218,0,No Failure
5995,53174,L,300.6,310.4,1608,39.2,221,0,No Failure
5996,53175,L,300.6,310.3,1920,22.3,223,0,No Failure
5997,20856,M,300.5,310.2,1386,48.2,225,0,No Failure
5998,20857,M,300.5,310.2,1571,34.6,228,0,No Failure
5999,20858,M,300.4,310.2,1613,36.9,231,0,No Failure
6000,20859,M,300.4,310.2,1671,30.5,234,1,Tool Wear Failure
6001,35414,H,300.4,310.2,1431,43.2,0,0,No Failure
6002,20861,M,300.4,310.2,1380,47.3,5,0,No Failure
6003,53182,L,300.5,310.3,1683,31.5,8,0,No Failure
6004,53183,L,300.4,310.2,1529,36.2,10,0,No Failure
6005,53184,L,300.5,310.4,1761,26.5,12,0,No Failure
6006,53185,L,300.6,310.5,1570,38.3,14,0,No Failure
6007,20866,M,300.6,310.5,2156,18.0,16,0,No Failure
6008,20867,M,300.7,310.6,1349,54.5,19,0,No Failure
6009,53188,L,300.7,310.7,1431,39.3,22,0,No Failure
6010,53189,L,300.6,310.6,1931,22.0,24,0,No Failure
6011,35424,H,300.7,310.7,1428,43.4,26,0,No Failure
6012,53191,L,300.8,310.8,1564,36.2,31,0,No Failure
6013,35426,H,300.8,310.9,1425,44.0,33,0,No Failure
6014,53193,L,300.7,310.8,1597,30.5,38,0,No Failure
6015,35428,H,300.8,310.8,1618,32.8,40,0,No Failure
6016,20875,M,300.8,310.8,1520,38.0,45,0,No Failure
6017,53196,L,300.7,310.7,1425,45.3,48,0,No Failure
6018,53197,L,300.8,310.9,1398,38.2,50,0,No Failure
6019,20878,M,300.8,310.9,1557,31.6,52,0,No Failure
6020,53199,L,300.7,310.8,1519,43.9,55,0,No Failure
6021,53200,L,300.7,310.8,1619,34.9,57,0,No Failure
6022,53201,L,300.7,310.8,1814,21.4,59,0,No Failure
6023,53202,L,300.7,310.9,1521,39.4,61,0,No Failure
6024,20883,M,300.7,310.9,1369,51.2,63,0,No Failure
6025,53204,L,300.7,310.9,1356,65.3,66,1,Power Failure
6026,53205,L,300.7,311.0,1336,53.3,68,0,No Failure
6027,53206,L,300.7,311.0,1403,48.3,70,0,No Failure
6028,20887,M,300.7,311.0,1413,44.3,72,0,No Failure
6029,53208,L,300.6,310.9,1472,47.6,75,0,No Failure
6030,20889,M,300.7,310.8,1452,47.9,77,0,No Failure
6031,53210,L,300.6,310.7,1397,53.7,80,0,No Failure
6032,53211,L,300.6,310.7,1455,40.6,82,0,No Failure
6033,53212,L,300.7,310.8,1754,27.7,84,0,No Failure
6034,53213,L,300.6,310.9,1471,37.9,86,0,No Failure
6035,20894,M,300.6,310.8,1389,48.1,88,0,No Failure
6036,20895,M,300.6,310.9,1702,30.3,91,0,No Failure
6037,20896,M,300.6,311.0,1401,54.6,94,0,No Failure
6038,53217,L,300.7,311.1,1426,46.2,97,0,No Failure
6039,53218,L,300.7,311.0,1496,38.3,99,0,No Failure
6040,53219,L,300.6,310.9,1433,42.6,101,0,No Failure
6041,20900,M,300.7,311.1,1438,46.6,103,0,No Failure
6042,20901,M,300.7,311.0,1418,49.3,106,0,No Failure
6043,20902,M,300.8,311.0,1580,36.6,109,0,No Failure
6044,20903,M,300.7,310.9,1468,41.8,112,0,No Failure
6045,20904,M,300.8,310.9,1522,41.7,115,0,No Failure
6046,53225,L,300.8,310.9,1311,55.8,118,0,No Failure
6047,53226,L,300.9,311.0,1316,56.5,120,0,No Failure
6048,35461,H,300.9,311.0,1853,23.6,122,0,No Failure
6049,20908,M,300.9,311.0,1556,38.8,127,0,No Failure
6050,20909,M,300.9,311.0,1567,34.3,130,0,No Failure
6051,20910,M,300.9,311.1,1546,37.7,133,0,No Failure
6052,53231,L,300.9,311.0,1382,51.2,136,0,No Failure
6053,53232,L,300.9,311.0,2003,20.2,138,0,No Failure
6054,53233,L,300.8,310.9,1748,29.9,140,0,No Failure
6055,35468,H,300.7,310.8,1518,40.1,142,0,No Failure
6056,53235,L,300.7,310.8,1475,42.0,147,0,No Failure
6057,53236,L,300.8,310.8,1634,29.2,149,0,No Failure
6058,53237,L,300.8,310.8,1689,32.9,151,0,No Failure
6059,20918,M,300.9,310.9,1636,35.3,153,0,No Failure
6060,53239,L,300.9,311.0,2235,15.8,156,0,No Failure
6061,53240,L,301.0,311.1,1615,35.6,158,0,No Failure
6062,35475,H,301.1,311.1,1618,29.5,160,0,No Failure
6063,20922,M,301.1,311.2,1407,53.0,165,0,No Failure
6064,53243,L,301.1,311.1,1450,43.3,168,0,No Failure
6065,53244,L,301.1,311.1,1889,23.8,170,0,No Failure
6066,53245,L,301.0,310.9,1568,38.2,172,0,No Failure
6067,53246,L,301.0,311.0,1804,25.8,174,0,No Failure
6068,53247,L,301.0,311.0,1582,37.5,176,0,No Failure
6069,20928,M,301.0,310.9,2047,17.9,178,0,No Failure
6070,53249,L,300.9,310.9,1601,34.0,181,0,No Failure
6071,53250,L,300.9,310.9,1615,32.0,183,0,No Failure
6072,20931,M,300.9,310.8,1452,43.6,185,0,No Failure
6073,20932,M,300.9,310.8,1695,30.2,188,0,No Failure
6074,20933,M,300.9,310.8,1790,26.2,191,0,No Failure
6075,20934,M,301.0,310.8,1533,39.3,194,0,No Failure
6076,53255,L,301.0,310.9,1813,28.5,197,0,No Failure
6077,53256,L,301.0,310.9,1492,36.7,199,0,No Failure
6078,53257,L,300.9,310.7,1479,43.3,201,0,No Failure
6079,53258,L,300.8,310.7,1339,59.1,203,1,Overstrain Failure
6080,20939,M,300.8,310.7,1371,44.7,205,0,No Failure
6081,53260,L,300.9,310.7,1468,36.2,208,0,No Failure
6082,53261,L,300.9,310.7,1517,41.7,210,0,No Failure
6083,53262,L,300.9,310.7,1352,46.4,212,0,No Failure
6084,53263,L,300.9,310.7,1389,50.0,214,0,No Failure
6085,20944,M,300.8,310.6,1505,36.2,0,0,No Failure
6086,53265,L,300.9,310.6,1538,36.7,3,0,No Failure
6087,53266,L,300.9,310.8,1482,37.0,5,0,No Failure
6088,20947,M,300.9,310.8,1599,33.0,7,0,No Failure
6089,53268,L,300.9,310.8,1476,39.0,10,0,No Failure
6090,53269,L,300.9,310.7,1509,37.5,12,0,No Failure
6091,53270,L,300.9,310.8,1708,29.1,14,0,No Failure
6092,53271,L,300.9,310.7,1412,57.5,16,0,Random Failures
6093,53272,L,300.9,310.7,1658,28.5,18,0,No Failure
6094,53273,L,301.0,310.8,1375,57.2,20,0,No Failure
6095,20954,M,300.9,310.8,1402,48.1,22,0,No Failure
6096,20955,M,300.9,310.7,1452,47.3,25,0,No Failure
6097,20956,M,300.8,310.7,1483,40.8,28,0,No Failure
6098,35511,H,300.9,310.8,1477,38.4,31,0,No Failure
6099,20958,M,300.8,310.7,1924,22.4,36,0,No Failure
6100,35513,H,300.9,310.7,1609,28.7,39,0,No Failure
6101,20960,M,300.8,310.7,1886,21.1,44,0,No Failure
6102,53281,L,300.7,310.6,1616,29.6,47,0,No Failure
6103,53282,L,300.7,310.7,1442,43.2,49,0,No Failure
6104,53283,L,300.8,310.8,1407,45.1,51,0,No Failure
6105,20964,M,300.8,310.8,1461,41.3,53,0,No Failure
6106,20965,M,300.8,310.9,1522,46.2,56,0,No Failure
6107,53286,L,300.9,311.0,1432,48.1,59,0,No Failure
6108,53287,L,300.9,311.0,1438,49.0,61,0,No Failure
6109,20968,M,300.8,310.9,1678,28.1,63,0,No Failure
6110,20969,M,300.8,310.9,1514,38.7,66,0,No Failure
6111,53290,L,300.7,310.8,1534,41.3,69,0,No Failure
6112,20971,M,300.7,310.8,1486,41.2,71,0,No Failure
